,Headline,Date,Time,link,Publisher
16,How to Achieve Data Science and Machine Learning Success ...,2023-03-10,14:00:10,https://news.google.com/./articles/CBMiZ2h0dHBzOi8vd3d3LmJibnRpbWVzLmNvbS9zY2llbmNlL2hvdy10by1hY2hpZXZlLWRhdGEtc2NpZW5jZS1hbmQtbWFjaGluZS1sZWFybmluZy1zdWNjZXNzLXRocm91Z2gtbWxvcHPSAQA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
17,Censia Ranks Among Most Innovative Companies in Data Science,2023-03-07,10:55:00,https://news.google.com/./articles/CBMidGh0dHBzOi8vd3d3LnBybmV3c3dpcmUuY29tL25ld3MtcmVsZWFzZXMvY2Vuc2lhLXJhbmtzLWFtb25nLW1vc3QtaW5ub3ZhdGl2ZS1jb21wYW5pZXMtaW4tZGF0YS1zY2llbmNlLTMwMTc2NDI2My5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
18,Analytics and Data Science News for the Week of March 10 ...,2023-03-09,16:31:41,https://news.google.com/./articles/CBMinQFodHRwczovL3NvbHV0aW9uc3Jldmlldy5jb20vYnVzaW5lc3MtaW50ZWxsaWdlbmNlL2FuYWx5dGljcy1hbmQtZGF0YS1zY2llbmNlLW5ld3MtZm9yLXRoZS13ZWVrLW9mLW1hcmNoLTEwLXVwZGF0ZXMtZnJvbS1kYXRhYnJpY2tzLXBvd2VyLWJpLXRob3VnaHRzcG90LW1vcmUv0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
19,"Barbara Draghi, Data Science “Dream big and never lose your ...",2023-03-08,13:22:23,https://news.google.com/./articles/CBMimgFodHRwczovL3d3dy5nb3YudWsvZ292ZXJubWVudC9wdWJsaWNhdGlvbnMvaW50ZXJuYXRpb25hbC13b21lbnMtZGF5LTIwMjMtZW1icmFjZWVxdWl0eS9iYXJiYXJhLWRyYWdoaS1kYXRhLXNjaWVuY2UtZHJlYW0tYmlnLWFuZC1uZXZlci1sb3NlLXlvdXItY3VyaW9zaXR50gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
20,"Online data science training programs market size to grow by USD 3.76 million from 2021 to 2026, Increasing emphasis on microlearning and gamification to be a key trend - Technavio",2023-03-08,15:15:00,https://news.google.com/./articles/CBMiU2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy9vbmxpbmUtZGF0YS1zY2llbmNlLXRyYWluaW5nLXByb2dyYW1zLTE1MTUwMDg0NC5odG1s0gFbaHR0cHM6Ly9maW5hbmNlLnlhaG9vLmNvbS9hbXBodG1sL25ld3Mvb25saW5lLWRhdGEtc2NpZW5jZS10cmFpbmluZy1wcm9ncmFtcy0xNTE1MDA4NDQuaHRtbA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
21,KeyGene Announces Marcel van Verk as Vice President Crop Data ...,2023-03-09,09:59:49,https://news.google.com/./articles/CBMiXGh0dHBzOi8vc2VlZHdvcmxkLmNvbS9rZXlnZW5lLWFubm91bmNlcy1tYXJjZWwtdmFuLXZlcmstYXMtdmljZS1wcmVzaWRlbnQtY3JvcC1kYXRhLXNjaWVuY2Uv0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
22,Feminist Data Science in Action | Penn Today,2023-03-07,13:44:52,https://news.google.com/./articles/CBMiP2h0dHBzOi8vcGVubnRvZGF5LnVwZW5uLmVkdS9ldmVudHMvZmVtaW5pc3QtZGF0YS1zY2llbmNlLWFjdGlvbtIBAA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
23,Can IT Run a Data Science Function?,2023-03-06,12:35:37,https://news.google.com/./articles/CBMiTGh0dHBzOi8vd3d3LmluZm9ybWF0aW9ud2Vlay5jb20vYmlnLWRhdGEvY2FuLWl0LXJ1bi1hLWRhdGEtc2NpZW5jZS1mdW5jdGlvbi3SAQA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
24,ArthurAI helps tackle the pain point of data scientists babysitting data,2023-03-07,21:53:50,https://news.google.com/./articles/CBMifWh0dHBzOi8vc2lsaWNvbmFuZ2xlLmNvbS8yMDIzLzAzLzA3L2FydGh1cmFpLWhlbHBzLXRhY2tsZS10aGUtcGFpbi1wb2ludC1vZi1kYXRhLXNjaWVudGlzdHMtYmFieXNpdHRpbmctZGF0YS1hd3NzaG93Y2FzZXMzZTEv0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
25,Knowledge DNA Isn’t What You Think It Is,2023-03-09,18:47:05,https://news.google.com/./articles/CBMiS2h0dHBzOi8vd3d3LmRhdGFzY2llbmNlY2VudHJhbC5jb20va25vd2xlZGdlLWRuYS1pc250LXdoYXQteW91LXRoaW5rLWl0LWlzL9IBT2h0dHBzOi8vd3d3LmRhdGFzY2llbmNlY2VudHJhbC5jb20va25vd2xlZGdlLWRuYS1pc250LXdoYXQteW91LXRoaW5rLWl0LWlzL2FtcC8?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
26,Bala kicks off AI and data science institute speaker series - UBNow ...,2023-03-03,19:03:42,https://news.google.com/./articles/CBMiSGh0dHBzOi8vd3d3LmJ1ZmZhbG8uZWR1L3Vibm93L2JyaWVmcy8yMDIzLzAzL2JhbGEtYWktc3BlYWtlci1zZXJpZXMuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
27,"KDnuggets News, March 8: ChatGPT for Data Science Cheat Sheet ...",2023-03-08,16:46:33,https://news.google.com/./articles/CBMiJ2h0dHBzOi8vd3d3LmtkbnVnZ2V0cy5jb20vMjAyMy9uMDkuaHRtbNIBAA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
28,Leveraging Data Science to Minimize the Blast Radius of ...,2023-03-02,11:46:59,https://news.google.com/./articles/CBMidGh0dHBzOi8vd3d3LnRyZW5kbWljcm8uY29tL2VuX3VzL3Jlc2VhcmNoLzIzL2MvbGV2ZXJhZ2luZy1kYXRhLXNjaWVuY2UtdG8tbWluaW1pemUtdGhlLWJsYXN0LXJhZGl1cy1vZi1yYW5zb213YS5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
29,Rep. Stevens Leads Bipartisan Legislation to Increase Access to ...,2023-02-15,08:00:00,https://news.google.com/./articles/CBMiQGh0dHBzOi8vYmV5ZXIuaG91c2UuZ292L25ld3MvZG9jdW1lbnRzaW5nbGUuYXNweD9Eb2N1bWVudElEPTU3NjPSAQA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
30,3 Hard Python Coding Interview Questions For Data Science,2023-03-06,11:01:29,https://news.google.com/./articles/CBMiXGh0dHBzOi8vd3d3LmtkbnVnZ2V0cy5jb20vMjAyMy8wMy8zLWhhcmQtcHl0aG9uLWNvZGluZy1pbnRlcnZpZXctcXVlc3Rpb25zLWRhdGEtc2NpZW5jZS5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
31,Where To Study Data Science In Canada,2023-03-08,11:22:01,https://news.google.com/./articles/CBMiRmh0dHBzOi8vY2Vvd29ybGQuYml6LzIwMjMvMDMvMDgvd2hlcmUtdG8tc3R1ZHktZGF0YS1zY2llbmNlLWluLWNhbmFkYS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
32,AI and data science is transforming safety into a workplace benefit,2023-03-01,14:00:00,https://news.google.com/./articles/CBMicGh0dHBzOi8vd3d3LmJlbmVmaXRuZXdzLmNvbS9hZHZpc2Vycy9vcGluaW9uL2FpLWFuZC1kYXRhLXNjaWVuY2UtaXMtdHJhbnNmb3JtaW5nLXNhZmV0eS1pbnRvLWEtd29ya3BsYWNlLWJlbmVmaXTSAQA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
33,Kerri Rittschof named director of data science and analytics at ASU ...,2023-03-02,19:11:06,https://news.google.com/./articles/CBMiY2h0dHBzOi8vbmV3cy5hc3UuZWR1LzIwMjMwMzAyLWtlcnJpLXJpdHRzY2hvZi1uYW1lZC1kaXJlY3Rvci1kYXRhLXNjaWVuY2UtYW5kLWFuYWx5dGljcy1hc3UtbGlicmFyedIBAA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
34,Seed grants will support U data science research – @theU,2023-02-13,08:00:00,https://news.google.com/./articles/CBMiVmh0dHBzOi8vYXR0aGV1LnV0YWguZWR1L2ZhY3VsdHlzdGFmZi9zZWVkLWdyYW50cy13aWxsLXN1cHBvcnQtdS1kYXRhLXNjaWVuY2UtcmVzZWFyY2gv0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
35,The 4 Pillars Of Data Science,2023-03-03,13:27:26,https://news.google.com/./articles/CBMiOmh0dHBzOi8vZGFpbHlpbmZvZ3JhcGhpYy5jb20vdGhlLTQtcGlsbGFycy1vZi1kYXRhLXNjaWVuY2XSAQA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
36,ODU Establishes School of Data Science,2023-02-10,08:00:00,https://news.google.com/./articles/CBMiQmh0dHBzOi8vd3d3Lm9kdS5lZHUvYXJ0aWNsZS9vZHUtZXN0YWJsaXNoZXMtc2Nob29sLW9mLWRhdGEtc2NpZW5jZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
37,"The Last Domino, Low-Code Data Science Falls In Line",2023-02-17,08:00:00,https://news.google.com/./articles/CBMibWh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvYWRyaWFuYnJpZGd3YXRlci8yMDIzLzAyLzE3L3RoZS1sYXN0LWRvbWluby1sb3ctY29kZS1kYXRhLXNjaWVuY2UtZmFsbHMtaW4tbGluZS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
38,Wharton/Engineering conference showcases advances in data ...,2023-02-16,08:00:00,https://news.google.com/./articles/CBMiXmh0dHBzOi8vcGVubnRvZGF5LnVwZW5uLmVkdS9uZXdzL3doYXJ0b25lbmdpbmVlcmluZy1jb25mZXJlbmNlLXNob3djYXNlcy1hZHZhbmNlcy1kYXRhLXNjaWVuY2XSAQA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
39,NJIT Launches PhD Program in Data Science,2023-02-17,08:00:00,https://news.google.com/./articles/CBMiPGh0dHBzOi8vbmV3cy5uaml0LmVkdS9uaml0LWxhdW5jaGVzLXBoZC1wcm9ncmFtLWRhdGEtc2NpZW5jZdIBAA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
40,ChatGPT for Data Science Cheat Sheet,2023-03-02,08:00:00,https://news.google.com/./articles/CBMiR2h0dHBzOi8vd3d3LmtkbnVnZ2V0cy5jb20vMjAyMy8wMy9jaGF0Z3B0LWRhdGEtc2NpZW5jZS1jaGVhdC1zaGVldC5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
41,"What is a Data Scientist? Salary, Responsibilities, and Roadmap to ...",2023-03-06,20:17:06,https://news.google.com/./articles/CBMiYmh0dHBzOi8vd3d3LnVuaXRlLmFpL3doYXQtaXMtYS1kYXRhLXNjaWVudGlzdC1zYWxhcnktcmVzcG9uc2liaWxpdGllcy1hbmQtcm9hZG1hcC10by1iZWNvbWluZy1vbmUv0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
42,Howard University's Inaugural Data Science for Social Justice Week,2023-02-20,08:00:00,https://news.google.com/./articles/CBMiY2h0dHBzOi8vdGhlZGlnLmhvd2FyZC5lZHUvYWxsLXN0b3JpZXMvaG93YXJkLXVuaXZlcnNpdHlzLWluYXVndXJhbC1kYXRhLXNjaWVuY2Utc29jaWFsLWp1c3RpY2Utd2Vla9IBAA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
43,Top Data Science Bootcamps 2023,2023-02-10,08:00:00,https://news.google.com/./articles/CBMiRWh0dHBzOi8vd3d3LmZvcmJlcy5jb20vYWR2aXNvci9lZHVjYXRpb24vYmVzdC1kYXRhLXNjaWVuY2UtYm9vdGNhbXBzL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
44,The State of Data Science and Adoption in Global CRE Investing ...,2023-03-02,20:48:17,https://news.google.com/./articles/CBMijwFodHRwczovL3VyYmFubGFuZC51bGkub3JnL2luc2lkZS11bGkvc3BvbnNvcmVkLXBvc3RzL3RoZS1zdGF0ZS1vZi1kYXRhLXNjaWVuY2UtYW5kLWFkb3B0aW9uLWluLWdsb2JhbC1jcmUtaW52ZXN0aW5nLWhvdy1kb2VzLXlvdXItZmlybS1jb21wYXJlL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
45,Implications of US agricultural data practices for sustainable food ...,2023-03-09,16:18:50,https://news.google.com/./articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQzMDE2LTAyMy0wMDcxMS0y0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
46,Top Free Data Science Online Courses for 2023,2023-03-02,15:03:39,https://news.google.com/./articles/CBMiUGh0dHBzOi8vd3d3LmtkbnVnZ2V0cy5jb20vMjAyMy8wMy90b3AtZnJlZS1kYXRhLXNjaWVuY2Utb25saW5lLWNvdXJzZXMtMjAyMy5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
47,"NMDSI Speaker Series: 'Data Science: It Takes a Village,' March 20 ...",2023-02-27,08:00:00,https://news.google.com/./articles/CBMiYmh0dHBzOi8vdG9kYXkubWFycXVldHRlLmVkdS8yMDIzLzAyL25tZHNpLXNwZWFrZXItc2VyaWVzLWRhdGEtc2NpZW5jZS1pdC10YWtlcy1hLXZpbGxhZ2UtbWFyY2gtMjAv0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
48,Fortune names online data science program among the best,2023-02-08,08:00:00,https://news.google.com/./articles/CBMiYWh0dHBzOi8vaW5zaWRldWNyLnVjci5lZHUvc3Rvcmllcy8yMDIzLzAyLzA4L2ZvcnR1bmUtbmFtZXMtb25saW5lLWRhdGEtc2NpZW5jZS1wcm9ncmFtLWFtb25nLWJlc3TSAQA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
49,Using data science to choose retail investment markets,2023-03-09,09:06:56,https://news.google.com/./articles/CBMibWh0dHBzOi8vd3d3LmpsbC5jb20uYXUvZW4vdHJlbmRzLWFuZC1pbnNpZ2h0cy9yZXNlYXJjaC91c2luZy1kYXRhLXNjaWVuY2UtdG8tY2hvb3NlLXJldGFpbC1pbnZlc3RtZW50LW1hcmtldHPSAQA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
50,These tools help visually impaired scientists read data and journals,2023-03-06,12:05:54,https://news.google.com/./articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAyMy0wMDY0NS020gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
51,Employee spotlight: Mark Nitz brings philosophy lens to data ...,2023-03-01,16:06:58,https://news.google.com/./articles/CBMiUGh0dHBzOi8vd3d3LmNoc2luYy5jb20vYWJvdXQtY2hzL25ld3MvbmV3cy8yMDIzLzAzLzAxL21hcmstbml0ei1lbXBsb3llZS1wcm9maWxl0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
52,Manchester United hire Southampton's Lead Data Scientist,2023-03-06,22:29:12,https://news.google.com/./articles/CBMiXGh0dHBzOi8vdHJhaW5pbmdncm91bmQuZ3VydS9hcnRpY2xlcy9tYW5jaGVzdGVyLXVuaXRlZC1oaXJlLXNvdXRoYW1wdG9ucy1sZWFkLWRhdGEtc2NpZW50aXN00gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
53,"Data science role in optimising healthcare, government services",2023-03-08,20:15:46,https://news.google.com/./articles/CBMiWWh0dHBzOi8vd3d3LnRoZW1hbmRhcmluLmNvbS5hdS8yMTM5NTItZGF0YS1zY2llbmNlLW9wdGltaXNpbmctaGVhbHRoLWdvdmVybm1lbnQtc2VydmljZXMv0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
54,Seed grants will support U. data science research – Vice President ...,2023-02-23,08:00:00,https://news.google.com/./articles/CBMiXWh0dHBzOi8vd3d3LnJlc2VhcmNoLnV0YWguZWR1L2Fubm91bmNlbWVudHMvc2VlZC1ncmFudHMtd2lsbC1zdXBwb3J0LXUtZGF0YS1zY2llbmNlLXJlc2VhcmNoL9IBAA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
55,Announcing 2023 Members of USA for UNHCR's Hive Advisory Board,2023-03-09,15:33:52,https://news.google.com/./articles/CBMiX2h0dHBzOi8vd3d3LnVucmVmdWdlZXMub3JnL25ld3MvYW5ub3VuY2luZy0yMDIzLW1lbWJlcnMtb2YtdXNhLWZvci11bmhjci1zLWhpdmUtYWR2aXNvcnktYm9hcmQv0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
56,Q&A: The importance of data science communities,2023-03-06,20:32:22,https://news.google.com/./articles/CBMiYWh0dHBzOi8vd3d3LmRpZ2l0YWxqb3VybmFsLmNvbS90ZWNoLXNjaWVuY2UvcWEtdGhlLWltcG9ydGFuY2Utb2YtZGF0YS1zY2llbmNlLWNvbW11bml0aWVzL2FydGljbGXSAQA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
57,Prairie View A&M to Build AI-Driven Q&A System for NASA,2023-03-09,21:08:40,https://news.google.com/./articles/CBMiY2h0dHBzOi8vd3d3LmdvdnRlY2guY29tL2VkdWNhdGlvbi9oaWdoZXItZWQvcHJhaXJpZS12aWV3LWEtbS10by1idWlsZC1haS1kcml2ZW4tcS1hLXN5c3RlbS1mb3ItbmFzYdIBbWh0dHBzOi8vd3d3LmdvdnRlY2guY29tL2VkdWNhdGlvbi9oaWdoZXItZWQvcHJhaXJpZS12aWV3LWEtbS10by1idWlsZC1haS1kcml2ZW4tcS1hLXN5c3RlbS1mb3ItbmFzYT9fYW1wPXRydWU?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
58,The Role of Transferable Skills and Data Science in the Move to ...,2023-02-16,08:00:00,https://news.google.com/./articles/CBMilAFodHRwczovL3d3dy5hcHBsaWVkY2xpbmljYWx0cmlhbHNvbmxpbmUuY29tL3ZpZXcvdGhlLXJvbGUtb2YtdHJhbnNmZXJhYmxlLXNraWxscy1hbmQtZGF0YS1zY2llbmNlLWluLXRoZS1tb3ZlLXRvLWRpZ2l0YWxseS1lbmFibGVkLWNsaW5pY2FsLXJlc2VhcmNo0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
59,PySpark for Data Science,2023-02-27,08:00:00,https://news.google.com/./articles/CBMiO2h0dHBzOi8vd3d3LmtkbnVnZ2V0cy5jb20vMjAyMy8wMi9weXNwYXJrLWRhdGEtc2NpZW5jZS5odG1s0gEA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
60,Work Wisdom: Carson Chen '15 - News,2023-03-07,01:28:08,https://news.google.com/./articles/CBMiQ2h0dHBzOi8vd3d3Lm1hY2FsZXN0ZXIuZWR1L25ld3MvMjAyMy8wMy93b3JrLXdpc2RvbS1jYXJzb24tY2hlbi0xNS_SAQA?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
61,IWD 2023: How organizations can reduce gender bias with Data Science and AI,2023-03-07,21:00:00,https://news.google.com/./articles/CBMiZ2h0dHBzOi8vaXRicmllZi5jb20uYXUvc3RvcnkvaXdkLTIwMjMtaG93LW9yZ2FuaXphdGlvbnMtY2FuLXJlZHVjZS1nZW5kZXItYmlhcy13aXRoLWRhdGEtc2NpZW5jZS1hbmQtYWnSAWtodHRwczovL2l0YnJpZWYuY29tLmF1L2FtcC9zdG9yeS9pd2QtMjAyMy1ob3ctb3JnYW5pemF0aW9ucy1jYW4tcmVkdWNlLWdlbmRlci1iaWFzLXdpdGgtZGF0YS1zY2llbmNlLWFuZC1haQ?hl=en-US&gl=US&ceid=US%3Aen,TechCrunch
